customer_ID,A_res,B_res,C_res,D_res,E_res,F_res,G_res
10000162,1,0,3,2,1,0,2
10000163,1,1,1,1,1,2,2
10000164,1,1,3,3,1,0,2
10000165,2,1,2,3,0,3,1
10000167,1,0,2,3,0,2,1
10000168,1,0,2,3,0,2,2
10000169,1,0,3,2,1,1,2
10000170,1,1,4,3,1,1,3
10000172,0,1,3,3,0,0,3
10000173,2,1,4,3,1,2,3
10000176,0,0,1,2,0,0,3
10000178,0,0,1,2,0,0,1
10000179,1,1,2,3,1,1,1
10000180,2,1,1,3,1,3,3
10000182,1,0,2,2,0,1,4
10000183,1,1,3,3,1,2,3
10000184,1,0,3,3,0,1,3
10000187,1,1,2,3,0,1,2
10000188,1,1,3,3,1,2,4
10000189,1,0,1,2,0,2,2
10000190,1,1,2,2,1,1,4
10000191,1,0,3,2,1,2,4
10000192,1,1,1,1,0,2,1
10000193,1,0,2,3,0,2,4
10000194,2,0,4,3,1,0,2
10000197,0,1,2,2,0,0,2
10000198,1,1,3,3,0,2,1
10000200,2,1,3,3,1,3,2
10000203,1,1,3,3,1,1,1
10000205,1,0,3,3,0,1,3
10000206,1,1,1,2,1,2,3
10000208,2,0,3,3,1,1,2
10000209,2,0,4,3,0,0,2
10000210,1,0,2,3,0,2,1
10000211,0,0,3,3,0,0,2
10000212,0,0,3,3,0,2,1
10000214,0,0,1,1,0,0,1
10000215,0,0,3,3,0,2,3
10000216,2,0,1,3,1,2,3
10000217,2,0,1,2,0,3,3
10000218,2,1,2,2,0,3,3
10000220,0,0,1,1,0,0,2
10000221,0,0,2,2,0,0,1
10000224,1,0,3,3,0,0,2
10000227,1,0,3,3,0,1,1
10000228,1,0,3,3,1,2,1
10000229,2,1,1,1,0,2,2
10000230,1,0,3,3,0,2,2
10000236,1,1,1,2,1,2,2
10000239,1,1,2,3,1,1,3
10000240,1,1,4,3,1,0,2
10000242,1,1,2,2,1,1,2
10000243,0,0,1,2,0,0,4
10000245,1,0,3,3,1,2,3
10000246,1,1,2,3,1,2,4
10000248,1,1,3,2,0,1,2
10000250,1,1,1,1,1,2,2
10000252,1,0,1,3,1,2,3
10000253,1,1,3,3,1,2,1
10000254,0,0,1,2,0,0,3
10000255,0,0,1,2,0,0,3
10000256,1,1,2,2,0,1,2
10000259,2,0,3,3,1,1,2
10000261,2,1,3,3,1,2,1
10000262,0,0,1,1,0,0,2
10000263,2,0,2,2,1,1,1
10000264,1,1,3,3,1,0,2
10000265,1,1,1,3,0,2,2
10000266,0,0,1,3,0,0,2
10000269,1,1,1,2,0,2,2
10000271,1,1,3,3,1,1,2
10000275,1,1,3,3,1,1,2
10000277,1,0,1,2,1,2,3
10000278,1,1,3,2,1,2,1
10000281,2,0,1,3,0,3,2
10000282,1,1,3,3,1,2,1
10000283,1,0,1,1,1,2,3
10000284,1,1,3,3,1,2,3
10000287,2,0,4,3,0,1,2
10000288,0,0,1,2,0,0,2
10000293,1,0,3,2,1,1,2
10000294,1,1,2,3,1,2,3
10000295,1,0,3,2,0,2,1
10000299,1,1,2,2,1,2,1
10000305,1,1,3,3,1,1,3
10000306,1,1,4,3,1,2,3
10000307,1,1,4,3,1,1,4
10000308,1,1,3,3,1,0,2
10000310,0,1,3,3,0,0,3
10000311,1,1,2,3,1,2,3
10000314,1,0,4,3,1,0,3
10000316,0,0,3,3,1,0,3
10000318,0,0,2,3,0,0,3
10000320,1,1,2,2,1,1,1
10000321,1,1,3,3,1,1,4
10000324,0,0,1,2,0,0,2
10000330,1,0,3,3,0,2,2
10000331,1,0,3,3,1,2,1
10000332,1,0,1,2,0,2,3
10000334,0,1,1,3,0,0,1
10000335,1,1,2,2,0,2,1
10000336,1,0,2,3,0,2,3
10000337,1,1,3,3,1,0,2
10000338,1,1,3,3,0,2,1
10000339,1,0,3,2,1,1,3
10000344,1,1,3,3,1,0,3
10000345,1,0,4,3,0,2,3
10000346,1,1,4,3,1,1,3
10000347,1,1,2,3,1,2,1
10000348,1,1,3,3,1,2,3
10000349,1,0,3,3,1,0,4
10000350,1,0,1,1,0,2,3
10000351,1,1,1,1,1,2,2
10000353,1,0,3,3,0,2,1
10000354,1,1,4,3,1,0,2
10000355,1,1,3,3,0,1,3
10000357,1,0,2,3,0,1,3
10000359,2,0,3,3,1,3,3
10000360,0,1,2,3,0,0,3
10000361,1,0,4,3,1,1,3
10000362,0,0,1,2,0,0,2
10000363,1,0,3,3,1,2,2
10000365,1,1,3,3,0,0,4
10000367,1,1,3,3,0,2,3
10000368,1,1,3,3,1,2,3
10000369,1,0,3,3,1,0,1
10000371,1,1,2,2,1,2,1
10000374,1,1,3,2,1,0,1
10000375,1,0,1,1,0,2,2
10000376,0,0,2,2,0,0,4
10000377,1,0,3,3,0,2,1
10000378,2,0,1,1,1,0,2
10000379,1,1,1,3,0,2,1
10000381,1,1,3,3,0,1,3
10000383,1,1,3,3,1,1,4
10000385,1,1,2,2,1,2,3
10000386,1,0,2,3,0,0,1
10000388,1,0,3,3,0,0,2
10000389,1,0,2,3,1,2,3
10000391,2,0,3,3,0,3,3
10000392,1,0,3,3,0,0,2
10000393,2,1,3,3,0,0,2
10000394,1,0,3,3,1,1,3
10000395,2,0,3,3,1,0,3
10000396,1,0,3,2,0,1,1
10000397,1,1,3,3,1,1,2
10000398,1,0,2,3,0,2,3
10000400,0,1,3,3,0,0,3
10000401,2,1,1,2,1,2,3
10000402,1,0,1,1,1,2,1
10000403,1,1,1,2,1,2,2
10000404,1,1,3,3,1,0,1
10000405,1,0,3,3,1,2,2
10000406,2,0,3,3,0,0,1
10000407,2,0,3,3,1,3,3
10000408,2,0,3,3,1,0,3
10000410,2,1,1,1,1,3,1
10000411,0,0,2,3,0,0,2
10000412,1,0,3,3,1,0,2
10000415,0,0,1,2,0,0,2
10000416,1,1,1,2,1,1,3
10000417,1,1,3,3,1,1,3
10000418,2,0,1,1,1,0,1
10000420,0,0,1,1,0,0,2
10000422,0,0,1,1,0,0,2
10000423,2,0,1,3,0,2,3
10000425,0,0,2,3,0,0,2
10000426,1,1,2,3,1,2,4
10000428,1,1,1,3,1,2,2
10000429,2,0,3,3,0,1,3
10000430,1,0,3,2,0,1,1
10000433,1,0,3,3,0,0,2
10000435,1,1,1,1,1,2,4
10000437,0,0,1,2,0,0,2
10000441,0,0,1,3,0,1,4
10000443,0,0,2,3,1,1,2
10000444,1,0,2,2,1,2,1
10000445,0,0,3,3,0,0,2
10000446,0,0,1,2,0,0,1
10000447,1,1,1,1,1,1,1
10000448,0,1,1,3,0,0,1
10000449,1,1,3,3,1,0,2
10000450,1,1,3,3,1,2,1
10000451,1,1,3,2,0,1,2
10000452,1,0,1,3,0,1,3
10000453,1,0,3,3,0,2,1
10000454,1,0,3,3,0,2,2
10000455,0,0,3,3,0,0,2
10000457,1,1,2,2,0,2,4
10000458,1,1,1,2,1,2,4
10000459,1,1,1,1,1,2,3
10000460,1,1,2,3,0,2,3
10000463,0,0,3,3,0,0,3
10000465,0,1,4,3,0,0,2
10000468,1,1,3,3,1,1,2
10000469,0,0,2,2,0,0,1
10000471,1,0,4,3,1,2,3
10000473,0,0,2,3,0,0,2
10000474,1,1,3,3,1,2,1
10000476,1,1,2,2,1,1,1
10000478,2,1,3,3,1,1,4
10000479,0,1,1,3,0,0,3
10000481,0,0,1,3,0,0,1
10000482,1,1,3,3,0,2,2
10000483,1,1,4,3,1,0,4
10000484,1,1,3,3,1,2,3
10000485,1,1,1,1,1,2,1
10000486,1,0,3,2,0,2,1
10000487,0,1,1,1,0,0,2
10000488,1,0,2,3,1,2,3
10000489,0,1,1,3,0,0,2
10000490,2,0,1,2,0,2,2
10000491,1,0,3,3,1,2,1
10000494,1,0,2,2,0,2,2
10000495,0,0,3,3,0,0,4
10000497,1,1,4,3,1,2,3
10000499,1,1,2,3,1,2,3
10000500,1,1,3,3,1,1,4
10000501,1,0,2,3,0,2,4
10000502,1,1,2,2,1,2,1
10000504,1,0,3,2,0,0,3
10000505,1,0,3,3,0,1,4
10000509,0,0,1,3,0,0,2
10000510,1,1,4,3,0,1,3
10000511,1,0,3,3,1,2,1
10000512,1,0,1,2,0,2,2
10000516,1,0,3,3,0,2,1
10000518,2,0,3,3,0,1,2
10000521,1,0,3,2,1,1,2
10000529,2,0,2,3,0,2,2
10000532,1,1,3,2,1,0,2
10000533,1,1,3,3,1,0,1
10000534,1,1,3,3,0,1,1
10000537,2,1,1,1,0,3,2
10000538,2,1,2,2,0,3,2
10000541,1,0,4,3,1,2,3
10000543,0,0,3,3,0,0,2
10000546,1,1,3,3,1,2,3
10000547,1,1,2,2,1,2,3
10000548,0,1,2,2,0,0,2
10000549,2,0,4,3,1,2,4
10000550,2,0,3,3,0,1,3
10000551,2,0,1,3,0,2,3
10000552,1,0,4,3,1,1,3
10000558,1,1,3,3,1,2,4
10000561,1,0,4,3,1,1,3
10000562,2,1,1,3,1,2,3
10000563,0,1,3,3,1,2,2
10000565,0,0,3,3,0,0,1
10000566,1,1,2,2,1,1,3
10000567,1,0,3,3,0,1,2
10000568,1,1,3,3,1,0,2
10000569,1,1,3,2,1,1,3
10000571,1,0,1,2,0,0,2
10000572,2,1,2,3,0,0,1
10000573,1,1,3,3,1,2,1
10000574,1,1,2,3,0,0,3
10000576,2,0,3,3,0,0,3
10000577,0,0,1,2,0,2,3
10000578,1,1,3,3,0,1,3
10000580,2,0,1,1,0,3,2
10000581,0,1,2,2,0,0,1
10000583,1,0,2,3,0,2,1
10000585,0,0,2,3,0,0,2
10000586,0,0,1,1,0,0,2
10000587,2,0,3,3,1,1,3
10000589,1,1,4,3,1,0,4
10000590,1,1,2,2,1,1,1
10000593,2,0,1,1,0,3,3
10000594,1,1,3,2,0,2,1
10000595,0,0,1,1,0,0,2
10000596,1,1,3,3,1,2,3
10000598,1,1,3,3,1,2,3
10000600,0,0,1,2,0,0,2
10000601,1,0,1,3,0,2,3
10000603,0,0,3,3,0,0,2
10000608,1,1,2,3,1,0,4
10000609,0,0,1,2,0,0,2
10000611,1,0,3,3,0,2,2
10000614,0,1,1,2,0,0,1
10000615,2,0,3,3,0,1,3
10000616,1,0,3,3,1,0,4
10000618,1,0,3,3,1,0,1
10000619,1,1,1,3,1,2,1
10000622,2,0,1,1,0,3,3
10000624,1,0,4,3,0,1,2
10000628,2,0,2,2,0,1,2
10000630,0,0,3,3,0,0,1
10000631,2,1,2,2,1,0,3
10000633,0,1,1,1,0,0,2
10000636,2,1,3,3,1,2,1
10000637,0,0,1,2,0,2,3
10000639,0,0,1,1,0,0,1
10000640,0,0,1,1,0,0,1
10000643,1,0,3,2,0,2,1
10000644,1,0,3,3,1,2,1
10000647,2,1,1,1,1,2,1
10000648,1,1,3,3,1,0,2
10000649,0,1,1,1,0,0,1
10000650,1,1,2,2,1,1,2
10000655,0,0,1,1,0,1,3
10000658,0,1,4,3,0,1,3
10000660,2,0,3,3,0,0,2
10000663,1,1,1,3,0,1,2
10000664,1,1,3,3,1,2,3
10000666,2,0,2,3,0,0,2
10000668,2,0,1,3,0,3,3
10000669,0,0,1,1,0,0,3
10000670,1,0,3,3,0,2,3
10000671,0,0,2,2,0,0,1
10000673,2,1,2,3,1,2,1
10000674,1,1,3,3,1,2,2
10000675,2,0,3,3,0,3,2
10000676,1,0,1,3,1,1,4
10000677,1,1,2,3,1,2,3
10000680,1,1,3,3,1,1,2
10000682,0,1,1,2,0,0,1
10000683,2,1,1,1,0,2,2
10000685,1,1,2,2,0,2,3
10000686,1,0,3,3,0,1,3
10000687,1,0,2,2,0,2,1
10000689,1,1,2,3,1,2,1
10000690,2,1,1,1,1,3,1
10000691,0,0,3,3,0,0,2
10000692,1,0,4,3,1,1,2
10000693,0,1,2,3,0,0,3
10000694,0,0,1,1,0,0,1
10000695,0,0,1,1,0,0,2
10000697,1,0,3,3,1,2,3
10000699,1,0,3,3,0,1,3
10000700,1,1,3,3,1,1,2
10000701,2,1,2,3,1,1,3
10000702,1,0,3,2,1,1,2
10000703,0,1,3,3,0,0,2
10000704,0,0,2,2,0,0,2
10000706,0,1,3,3,0,2,2
10000708,1,1,1,1,1,1,1
10000709,1,0,3,2,0,1,3
10000710,1,0,2,3,1,1,4
10000712,1,0,4,3,0,0,2
10000715,1,1,2,2,1,2,1
10000716,2,1,2,3,1,2,3
10000719,1,1,3,3,0,2,3
10000720,1,0,3,3,1,0,2
10000721,0,0,1,1,0,0,3
10000722,1,1,3,3,1,1,2
10000724,1,1,4,3,1,0,2
10000725,2,1,1,3,1,2,3
10000726,2,0,1,1,0,3,1
10000727,1,0,1,1,1,2,3
10000729,1,0,4,3,0,2,3
10000731,1,0,3,3,1,2,2
10000732,2,1,2,3,1,3,2
10000733,1,1,2,3,1,2,2
10000734,1,0,4,3,1,2,3
10000735,1,0,2,3,0,1,2
10000736,1,1,3,3,1,2,2
10000739,2,0,3,3,0,2,3
10000743,1,1,1,2,1,2,1
10000746,1,1,2,3,0,2,1
10000749,1,1,1,2,1,2,4
10000753,1,0,3,3,1,2,3
10000755,2,0,3,3,1,0,2
10000756,0,0,2,2,0,0,2
10000759,2,0,4,3,1,0,3
10000762,1,1,2,2,1,1,3
10000763,0,1,2,2,0,0,2
10000764,1,1,3,3,1,1,3
10000767,1,0,1,1,0,1,2
10000768,1,0,1,2,0,2,3
10000772,1,0,3,3,0,0,2
10000773,2,0,1,3,0,2,3
10000776,1,1,2,2,1,2,2
10000778,0,0,1,2,0,0,2
10000780,1,0,2,2,0,2,2
10000781,1,1,2,2,1,2,2
10000782,1,0,3,3,0,2,1
10000783,1,1,3,3,1,2,2
10000784,2,1,1,1,1,0,1
10000787,2,1,3,3,1,3,2
10000791,0,0,1,1,0,0,1
10000792,0,1,2,2,0,0,2
10000795,0,0,1,1,0,0,2
10000796,2,0,3,3,0,3,1
10000798,1,1,2,2,1,2,1
10000799,1,1,3,3,1,2,1
10000800,1,1,3,3,1,2,3
10000801,1,1,2,2,1,2,3
10000804,1,0,2,3,0,2,2
10000805,2,1,3,3,1,0,2
10000806,1,1,3,3,1,0,2
10000808,2,0,4,3,1,0,1
10000809,0,0,2,2,0,0,2
10000812,1,1,4,3,1,2,3
10000813,0,0,3,3,0,0,3
10000815,1,0,1,3,1,1,2
10000816,0,0,1,2,0,0,3
10000818,1,1,3,3,1,1,3
10000819,2,0,3,3,0,2,3
10000821,1,0,1,1,0,0,2
10000822,2,1,3,3,1,1,2
10000823,1,0,3,2,0,2,3
10000825,2,0,3,3,1,2,2
10000826,1,1,1,1,1,2,2
10000827,1,1,2,3,1,2,4
10000828,1,1,1,1,1,2,4
10000829,1,1,1,1,1,0,1
10000831,1,1,3,3,0,2,3
10000832,2,0,4,3,0,0,2
10000835,0,1,3,3,0,0,1
10000837,0,0,3,3,0,0,2
10000838,1,1,4,3,1,0,2
10000839,0,0,4,3,0,2,2
10000841,1,0,3,3,1,1,2
10000842,2,0,3,3,0,1,4
10000845,1,0,3,3,1,2,3
10000846,1,0,3,2,0,2,1
10000847,1,1,3,3,1,1,3
10000848,0,0,2,3,0,0,2
10000850,1,0,4,3,0,1,1
10000851,1,1,1,1,1,1,1
10000852,1,1,4,3,1,2,3
10000853,1,1,1,2,1,1,2
10000854,1,0,3,3,0,1,2
10000855,1,0,4,3,0,1,3
10000856,1,1,2,3,1,0,2
10000857,1,1,3,3,0,2,1
10000858,1,1,3,3,1,2,3
10000860,1,0,2,2,1,2,2
10000861,1,1,1,2,1,2,3
10000863,1,0,1,1,0,2,3
10000864,2,0,4,3,1,0,2
10000865,1,0,3,3,0,0,2
10000866,0,0,1,2,0,0,2
10000867,0,0,1,1,0,0,2
10000868,1,1,1,1,0,2,1
10000869,1,1,1,2,1,2,1
10000871,1,0,4,3,0,1,3
10000874,1,1,4,3,1,2,4
10000875,1,1,1,1,1,2,4
10000877,1,1,3,3,0,0,2
10000879,1,1,1,1,1,0,1
10000880,0,0,2,2,0,0,2
10000882,1,0,2,3,1,2,2
10000886,2,0,1,3,0,2,3
10000888,1,1,2,3,0,2,1
10000889,1,0,1,3,0,2,3
10000890,1,0,2,3,1,1,2
10000891,1,1,4,3,0,2,1
10000892,1,1,3,3,1,2,2
10000894,1,1,3,3,1,2,3
10000896,0,0,1,2,0,0,2
10000897,1,0,2,3,1,2,1
10000898,2,0,3,3,0,0,2
10000899,1,0,3,3,0,2,3
10000900,1,1,3,3,0,1,3
10000903,1,0,3,3,1,1,3
10000904,1,1,4,3,0,2,4
10000905,1,1,1,3,0,2,4
10000907,0,0,1,2,0,0,1
10000908,1,0,2,1,0,2,2
10000912,1,1,3,3,1,2,3
10000913,0,0,2,2,0,0,2
10000914,1,0,3,3,0,2,1
10000919,1,0,1,1,1,0,1
10000921,1,0,2,2,0,2,1
10000922,1,1,1,3,1,2,3
10000923,1,1,2,2,1,1,3
10000924,1,1,3,3,1,0,1
10000925,2,0,3,2,0,1,1
10000926,1,0,4,3,1,1,3
10000929,1,1,3,2,1,1,4
10000930,1,1,1,2,1,2,2
10000931,0,1,1,3,1,1,2
10000932,1,1,2,3,1,2,4
10000933,2,1,2,2,0,2,2
10000934,0,1,2,2,0,0,2
10000935,1,0,3,3,1,2,3
10000936,2,0,4,3,0,3,3
10000937,1,0,3,3,1,0,4
10000940,0,0,1,2,0,0,1
10000941,1,0,3,3,1,2,1
10000942,1,1,1,3,1,2,2
10000943,1,1,1,1,1,2,2
10000944,1,1,3,3,1,2,3
10000945,1,0,1,2,0,2,1
10000946,1,0,3,3,0,0,2
10000947,1,1,3,2,0,2,2
10000948,2,0,1,3,0,1,1
10000949,0,0,1,2,0,0,2
10000951,1,1,3,3,1,2,2
10000953,0,1,1,3,0,0,2
10000958,1,1,1,3,0,1,2
10000959,2,1,2,3,1,3,2
10000960,1,1,3,3,1,1,2
10000961,1,0,4,3,1,2,3
10000962,2,0,2,3,0,3,2
10000963,2,0,3,3,0,2,3
10000965,0,0,1,2,0,0,3
10000966,1,0,4,3,1,2,3
10000967,1,0,1,3,0,1,3
10000969,1,1,3,3,1,1,2
10000970,1,0,2,1,0,1,3
10000971,2,0,1,1,0,3,3
10000972,1,1,1,3,0,1,3
10000973,2,0,4,3,0,2,3
10000974,0,0,3,2,0,0,2
10000975,0,0,2,3,0,0,2
10000976,1,1,3,2,1,2,2
10000978,1,1,2,3,0,2,1
10000980,1,1,2,2,0,2,1
10000982,1,1,3,3,1,2,3
10000983,2,1,1,3,1,2,1
10000987,2,1,2,3,0,3,1
10000988,1,0,1,3,0,1,2
10000989,0,1,1,1,0,0,3
10000992,2,0,3,3,0,0,2
10000993,1,0,4,3,0,2,3
10000994,1,0,2,2,1,2,1
10000999,1,1,4,3,1,0,2
10001002,1,0,2,2,1,1,4
10001003,1,0,1,2,1,2,3
10001004,1,0,3,3,0,2,3
10001006,1,1,1,3,1,2,3
10001007,1,0,1,3,0,2,3
10001009,1,0,1,3,1,2,2
10001014,1,1,2,2,1,2,4
10001016,1,1,1,2,0,2,1
10001018,0,0,1,3,0,0,2
10001019,1,1,1,1,1,2,2
10001020,2,1,3,3,1,1,3
10001021,1,1,1,1,1,2,2
10001022,2,1,4,3,0,3,3
10001023,2,1,2,2,0,1,3
10001024,1,1,3,3,0,2,1
10001027,2,1,4,3,1,1,3
10001029,1,0,3,3,0,1,3
10001030,0,1,1,3,0,0,2
10001032,1,1,3,3,1,2,3
10001035,1,0,4,3,1,2,4
10001037,0,1,1,3,0,2,1
10001038,1,0,3,3,0,0,2
10001039,2,1,4,3,1,1,3
10001040,1,1,3,3,1,2,2
10001041,0,0,3,3,0,0,2
10001043,0,0,2,2,0,0,3
10001044,0,0,3,3,0,0,2
10001045,1,1,3,3,1,1,2
10001048,1,1,2,3,1,2,4
10001049,0,0,1,3,0,0,2
10001050,2,0,4,3,1,0,2
10001051,0,0,1,1,0,0,2
10001053,1,1,2,3,1,2,1
10001054,1,0,4,3,1,0,2
10001057,2,0,2,3,0,3,2
10001059,0,1,1,3,0,0,1
10001061,1,1,2,3,1,0,2
10001063,2,0,2,1,1,3,3
10001064,1,0,1,2,1,2,3
10001067,1,0,1,2,1,2,2
10001068,1,1,3,3,1,0,4
10001070,1,1,3,3,1,0,3
10001071,1,1,3,3,1,0,2
10001072,1,1,4,3,1,2,4
10001073,1,1,3,3,1,0,2
10001074,0,1,2,2,1,2,2
10001076,1,0,3,3,0,0,2
10001077,1,1,2,2,1,2,4
10001078,1,0,3,2,1,2,1
10001079,2,1,1,3,1,3,1
10001081,1,1,3,3,1,2,3
10001083,1,0,1,1,0,1,2
10001084,0,0,1,2,0,0,3
10001086,1,1,3,3,0,2,3
10001087,1,1,3,3,1,2,2
10001089,0,1,4,3,0,0,2
10001090,1,0,3,3,0,1,2
10001091,1,0,3,3,1,1,3
10001092,1,1,3,3,1,1,3
10001094,2,1,2,3,1,1,3
10001098,2,0,2,2,0,3,1
10001099,0,1,1,2,0,0,2
10001100,2,1,4,3,0,1,3
10001103,1,0,2,3,1,1,4
10001104,1,1,2,2,1,2,2
10001106,1,1,1,3,1,2,1
10001107,1,1,2,2,1,1,3
10001110,1,0,4,3,1,1,4
10001112,1,0,3,2,0,2,1
10001113,1,0,1,3,0,2,1
10001114,1,0,2,3,1,2,1
10001116,1,1,3,3,0,1,4
10001117,1,1,3,3,1,0,1
10001121,1,1,3,3,0,2,3
10001122,1,1,4,3,0,2,3
10001123,0,0,1,1,0,0,1
10001124,1,1,1,1,1,1,2
10001126,1,0,1,3,0,2,2
10001127,1,1,1,2,1,2,3
10001128,1,1,2,2,1,2,2
10001129,1,1,2,2,1,2,1
10001130,2,0,2,3,1,0,2
10001131,1,0,4,3,0,1,2
10001133,1,1,3,2,1,0,1
10001134,2,0,3,2,1,3,2
10001135,1,0,4,3,1,2,4
10001136,0,1,3,3,0,0,2
10001137,1,0,2,2,0,2,2
10001139,1,0,3,3,0,2,3
10001140,1,0,3,3,0,2,3
10001141,2,0,3,3,0,0,4
10001143,1,0,3,3,0,1,1
10001145,1,1,2,2,1,2,2
10001146,1,1,4,3,1,1,2
10001147,1,0,4,3,0,0,3
10001152,1,0,3,3,1,1,1
10001153,1,0,3,3,1,0,3
10001154,1,0,3,3,0,1,1
10001155,1,1,4,3,1,0,4
10001156,0,0,2,2,0,0,1
10001157,1,0,2,2,0,2,2
10001159,1,1,3,2,1,0,1
10001160,1,1,4,3,0,2,2
10001161,0,1,3,3,1,1,3
10001162,1,1,3,3,1,1,2
10001163,1,0,1,1,0,1,1
10001168,1,0,2,2,0,2,2
10001170,1,0,4,3,1,2,3
10001171,1,1,2,2,1,1,3
10001173,1,1,1,1,0,0,2
10001174,1,1,3,3,1,2,4
10001176,1,1,3,3,1,1,2
10001177,1,0,2,3,1,1,3
10001178,0,0,3,3,0,0,2
10001180,1,1,3,3,0,2,2
10001181,0,0,2,2,0,0,2
10001183,1,0,1,2,0,1,3
10001184,1,1,3,3,1,1,3
10001186,1,1,1,1,0,2,1
10001190,1,0,3,3,0,2,3
10001191,1,0,3,3,0,0,2
10001192,1,0,2,3,1,2,1
10001193,1,0,3,3,1,1,4
10001195,0,0,1,1,0,0,2
10001197,1,1,3,3,1,2,3
10001198,0,1,2,2,0,0,3
10001199,1,0,1,2,0,1,3
10001200,0,0,1,1,0,1,1
10001201,2,0,3,3,1,0,2
10001202,1,0,2,2,1,1,1
10001203,1,1,3,3,1,1,1
10001204,1,1,1,2,1,2,4
10001205,2,0,2,3,0,3,1
10001206,1,1,3,3,1,2,3
10001207,1,1,2,3,1,2,2
10001208,1,1,4,3,0,0,1
10001209,1,1,2,3,1,1,3
10001213,1,1,3,3,1,1,3
10001215,0,1,3,3,0,0,2
10001219,1,0,4,3,0,2,3
10001221,2,0,3,3,0,0,3
10001222,1,0,1,3,1,2,2
10001225,1,0,2,2,0,2,1
10001226,1,0,4,3,0,2,3
10001228,2,0,2,3,0,0,2
10001229,1,0,3,3,1,1,3
10001232,1,0,2,1,0,2,2
10001233,1,1,1,3,0,1,1
