customer_ID,shopping_pt,record_type,day,time,state,location,group_size,homeowner,car_age,car_value,risk_factor,age_oldest,age_youngest,married_couple,C_previous,duration_previous,A,B,C,D,E,F,G,cost,car_vv
10000057,7,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,2,3,1
10000059,6,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,2,1,1,2,3,1
10000060,8,1,1,8,1,1,1,1,1,1,1.0,1,1,1,2.0,2.0,1,1,2,2,1,1,2,5,1
10000061,5,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,2,1,1,2,2,1,3,1
10000062,5,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,1,1,1,1,3,1
10000063,6,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,2,3,1
10000064,3,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,2,1
10000066,2,1,1,2,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,2,1
10000068,4,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,4,1
10000069,5,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,1,1,1,1,2,2,1
10000072,6,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,1,1,1,2,2,4,1
10000075,4,1,1,4,1,1,1,1,1,2,1.0,1,1,1,1.0,1.0,2,1,1,1,1,2,2,3,2
10000076,7,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,3,1,2,2,2,1,2,5,1
10000077,8,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,3,2,2,2,1,5,1
10000078,4,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,2,4,1
10000079,6,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,2,2,1,2,2,3,1
10000080,3,1,1,2,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,1,1,1,2,2,1
10000082,8,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,2,1,1,2,1,2,3,1
10000084,8,1,1,8,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,2,1,2,6,1
10000086,7,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,2,2,2,2,2,2,4,1
10000088,2,1,1,2,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,2,1,1,1,2,1
10000091,9,1,1,9,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,2,1,1,2,3,2,6,1
10000092,9,1,1,9,1,1,1,1,1,1,1.0,1,1,1,2.0,4.0,1,1,1,1,2,1,2,5,1
10000094,8,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,1,2,1,2,4,1
10000095,2,1,1,2,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,1,1,1,1,1,2,1
10000096,5,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,2.0,1,2,1,1,1,1,2,4,1
10000097,7,1,1,7,1,1,1,2,1,1,1.0,1,1,1,1.0,1.0,2,1,1,2,1,2,2,3,1
10000098,2,1,1,2,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,2,2,1,1,2,2,1
10000100,8,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,2,1,4,1
10000103,5,1,1,5,1,1,1,1,1,1,1.0,1,1,1,2.0,2.0,1,1,1,1,1,1,1,2,1
10000104,3,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,1,2,2,2,2,2,1
10000105,7,1,1,7,1,1,1,1,1,1,1.0,2,1,1,1.0,1.0,1,1,1,1,1,1,1,3,1
10000107,6,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,1,1,1,2,2,6,1
10000108,8,1,1,8,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,2,1,1,2,1,3,1
10000111,5,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,2,2,2,1,1,5,1
10000112,6,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,2,2,2,2,2,2,1
10000113,4,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,2,1
10000115,5,1,1,5,1,1,1,1,1,1,2.0,1,1,1,2.0,2.0,1,1,1,2,1,2,1,4,1
10000116,8,1,1,8,1,1,1,1,1,1,1.0,1,1,1,2.0,2.0,1,1,2,1,1,1,3,7,1
10000117,2,1,1,2,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,2,1
10000118,6,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,2,2,1,2,1,2,4,1
10000121,7,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,4,1
10000122,4,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,3,1
10000123,6,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,1,1,1,3,3,1
10000124,3,1,1,2,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,1,1,1,1,2,3,1
10000125,10,1,1,9,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,2,1,1,1,2,4,1
10000126,8,1,1,8,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,4,1
10000127,6,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1
10000128,6,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,2,1,2,2,3,5,1
10000129,8,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,2,1,1,1,3,1
10000130,6,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,2,1,4,1
10000131,4,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,2,1
10000132,2,1,1,2,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,2,1
10000133,5,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,2,3,1
10000134,9,1,1,8,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,2,1,2,7,1
10000135,8,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,1,1,2,2,1,3,1
10000136,5,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,2,2,1,2,2,2,5,1
10000137,8,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,2,1,5,1
10000138,8,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,2,2,1,1,3,1
10000139,5,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,2,2,1,2,2,2,1
10000141,7,1,1,5,1,1,1,1,2,2,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,2,6,2
10000143,6,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,3,1
10000144,6,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,2,1,2,2,2,4,1
10000145,5,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,1,1,2,2,4,1
10000147,6,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,1,1,1,2,4,1
10000148,8,1,1,8,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1
10000150,7,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,2,1,1,1,4,1
10000151,8,1,1,8,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,2,2,1,1,1,2,1
10000152,5,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,2,3,1
10000154,7,1,1,7,1,1,1,1,1,1,1.0,1,1,1,2.0,2.0,1,1,2,2,1,1,2,4,1
10000155,4,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,3,1
10000156,4,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,1,2,1,2,2,4,1
10000158,7,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,4,1
10000159,7,1,1,4,1,1,1,1,1,1,2.0,1,1,1,1.0,1.0,1,2,1,2,1,2,2,5,1
10000160,8,1,1,8,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,2,2,2,2,2,2,4,1
10000161,5,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,2,2,2,2,2,2,5,1
10000162,4,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,2,2,1
10000163,8,1,1,8,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,2,1,1,1,5,1
10000164,3,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1
10000165,5,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,2,1,2,2,2,2,1
10000167,6,1,1,6,1,1,1,1,1,1,1.0,1,1,1,2.0,2.0,1,1,1,1,1,1,2,4,1
10000168,7,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,2,1,2,2,1,4,1
10000169,7,1,1,7,1,1,1,1,2,2,1.0,1,1,1,2.0,2.0,1,1,1,2,2,2,2,5,2
10000170,8,1,1,8,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,2,1,1,1,3,1
10000172,6,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,1,1,1,2,2,5,1
10000173,8,1,1,7,1,1,1,1,3,2,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,4,2
10000176,6,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,2,1,2,2,1,6,1
10000178,8,1,1,7,1,1,1,1,1,1,1.0,2,2,1,1.0,1.0,2,1,1,1,2,1,1,4,1
10000179,5,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1
10000180,2,1,1,2,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,2,1
10000182,6,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1
10000183,10,1,1,9,1,1,1,1,1,1,1.0,1,1,1,1.0,2.0,1,2,1,1,1,1,2,6,1
10000184,4,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,2,1,2,1,3,1
10000187,8,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,3,1,1,1,1,5,1
10000188,6,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,3,5,1
10000189,9,1,1,9,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,2,2,2,1,1,5,1
10000190,7,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,2,2,1,2,2,5,1
10000191,9,1,1,8,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,2,2,2,2,2,5,1
10000192,5,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,1,1,1,1,2,4,1
10000193,9,1,1,9,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,2,1,2,1,1,4,1
10000194,6,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,1,1,1,1,4,1
10000197,7,1,1,6,1,1,1,1,1,1,1.0,1,1,1,2.0,1.0,1,1,2,2,1,1,3,5,1
10000198,7,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,2,2,1,1,2,1,4,1
10000200,4,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,1,1,1,2,2,3,1
10000203,3,1,1,2,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1
10000205,7,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,3,1
10000206,10,1,1,10,1,1,1,1,1,1,1.0,1,1,1,2.0,2.0,1,1,2,3,1,1,2,4,1
10000208,4,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,2,2,1,3,1
10000209,3,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,2,3,1
10000210,5,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,4,1
10000211,9,1,1,8,1,1,1,1,1,2,1.0,1,1,1,1.0,1.0,2,1,1,1,1,2,1,5,2
10000212,6,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,2,3,1
10000214,6,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,3,1
10000215,8,1,1,8,1,1,1,1,1,1,1.0,1,1,1,1.0,2.0,2,1,1,1,1,1,2,3,1
10000216,9,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,2,1,1,1,2,4,1
10000217,7,1,1,7,1,1,1,1,1,1,3.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,4,1
10000218,7,1,1,7,1,1,2,1,1,1,1.0,1,2,1,1.0,1.0,2,1,2,2,2,2,1,6,1
10000220,5,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,2,3,1
10000221,5,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,2,1
10000224,6,1,1,5,1,1,1,1,1,2,1.0,1,1,1,1.0,1.0,1,1,2,1,2,1,1,5,2
10000227,7,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,2,1,2,1,2,4,1
10000228,8,1,1,8,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,2,2,2,1,5,1
10000229,7,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,1,1,1,1,1,3,1
10000230,8,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,1,1,2,1,1,3,1
10000236,7,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,2,1,1,1,3,1
10000239,5,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,2,1
10000240,7,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,1,1,1,2,2,4,1
10000242,4,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,2,1
10000243,8,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,2,2,1,2,2,4,1
10000245,6,1,1,5,1,1,1,1,1,1,2.0,1,1,1,1.0,1.0,1,1,1,1,2,1,1,4,1
10000246,4,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,2,1,2,1,2,1,3,1
10000248,6,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,2,1
10000250,7,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,3,3,2,2,3,6,1
10000252,8,1,1,8,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,1,1,2,1,1,4,1
10000253,3,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,2,1
10000254,4,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,2,1,1,2,4,1
10000255,6,1,1,6,1,1,1,1,1,1,2.0,1,1,1,1.0,1.0,1,1,1,1,1,1,2,5,1
10000256,3,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,2,2,1,1,1,3,1
10000259,5,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,2,3,1
10000261,6,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,2,1,1,2,1,1,5,1
10000262,5,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,2,3,1
10000263,6,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,2,1,1,2,2,1,5,1
10000264,6,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,2,1,2,1,1,3,1
10000265,8,1,1,6,1,1,1,1,2,1,1.0,1,1,1,1.0,1.0,2,2,2,2,1,2,2,7,1
10000266,5,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,2,1,1,1,1,3,1
10000269,5,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,1,1,1,1,1,5,1
10000271,3,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,2,2,3,1
10000275,2,1,1,2,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,2,1
10000277,6,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,3,1
10000278,8,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,2,2,2,2,3,2,5,1
10000281,2,1,1,2,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,1,1,1,2,1,2,1
10000282,8,1,1,7,1,1,1,2,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,2,2,6,1
10000283,4,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,2,1
10000284,9,1,1,9,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,2,2,2,1,2,5,1
10000287,3,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,2,1
10000288,6,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,2,1,1,1,2,1,3,1
10000293,4,1,1,4,1,1,1,1,1,1,2.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,3,1
10000294,9,1,1,8,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,2,3,1
10000295,7,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,2,2,1,2,2,1,5,1
10000299,5,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,2.0,1,1,2,2,1,1,2,5,1
10000305,8,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,5,1
10000306,7,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,2,1,1,1,4,1
10000307,7,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,2,2,2,2,2,5,1
10000308,6,1,1,6,1,1,1,1,1,1,2.0,1,1,1,1.0,1.0,1,1,1,1,2,2,2,3,1
10000310,8,1,1,8,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,3,1,1,1,2,2,1,7,1
10000311,3,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,1,1,1,1,2,1
10000314,9,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,1,2,1,1,3,1
10000316,8,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,2,2,1,1,2,5,1
10000318,4,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,2,3,1
10000320,9,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,1,1,1,1,4,1
10000321,7,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,6,1
10000324,9,1,1,8,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,2,1,1,1,2,1,3,1
10000330,3,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,2,1,2,1
10000331,3,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,2,2,2,2,1,3,1
10000332,7,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,1,2,1,2,2,4,1
10000334,8,1,1,8,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,2,1,2,1,2,7,1
10000335,3,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1
10000336,4,1,1,3,1,1,1,1,1,1,2.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,2,1
10000337,8,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,3,1
10000338,9,1,1,9,1,1,1,1,1,1,1.0,1,1,1,2.0,2.0,2,2,2,2,1,2,2,4,1
10000339,4,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,1,1,1,2,3,1
10000344,4,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,2,1
10000345,7,1,1,6,1,1,1,1,1,2,1.0,1,1,1,1.0,1.0,1,1,2,1,1,1,1,4,2
10000346,6,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,2,1,2,1,4,1
10000347,8,1,1,8,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,1,1,2,2,4,1
10000348,10,1,1,8,1,1,1,1,1,1,1.0,1,1,1,2.0,2.0,2,2,3,2,2,2,2,7,1
10000349,6,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1,3,1
10000350,7,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,2.0,1,1,1,1,1,1,1,5,1
10000351,6,1,1,6,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,1,1,2,3,1
10000353,3,1,1,2,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,2,1,1,2,2,1,2,1
10000354,7,1,1,7,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,2,1,1,1,2,4,1
10000355,8,1,1,8,1,1,1,1,1,2,1.0,1,1,1,1.0,1.0,1,2,1,1,1,1,1,5,2
10000357,6,1,1,5,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,1,2,1,2,2,5,1
10000359,9,1,1,8,1,1,1,2,1,1,1.0,1,1,1,1.0,1.0,2,1,2,2,2,2,1,3,1
10000360,10,1,1,9,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,2,1,1,2,2,2,8,1
10000361,5,1,1,4,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,2,2,2,2,2,4,1
10000362,3,1,1,2,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,2,1,2,2,1,2,1,2,1
10000363,6,1,1,5,1,1,1,2,1,1,1.0,1,1,1,1.0,1.0,2,1,1,1,2,2,2,5,1
10000365,4,1,1,3,1,1,1,1,1,1,1.0,1,1,1,2.0,2.0,2,1,1,1,1,1,2,4,1
10000367,3,1,1,3,1,1,1,1,1,1,1.0,1,1,1,1.0,1.0,1,1,1,1,2,1,2,3,1
